Result Number,Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
29,LC08_L2SP_204023_20130706_20200912_02_T1,LC08_L1TP_204023_20130706_20200912_02_T1,LC82040232013187LGN01,2013/07/06,T1,2, 204, 023, 204, 023,NADIR,   0.000,2020/09/12,2020/09/12,2013-07-06 11:12:15.705706,2013-07-06 11:12:47.475702,LGN,DAY,  21.54,  17.58,384,5,    6.982,    4.705,    5.158,LPGS_15.3.1c,57.02768587,151.06575567,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,53°06'09.65"N,3°30'57.64"W,54°09'55.15"N,5°21'54.22"W,54°10'53.44"N,1°41'51.22"W,51°59'17.09"N,5°14'55"W,52°00'10.94"N,1°45'42.26"W, 53.10268,  -3.51601, 54.16532,  -5.36506, 54.18151,  -1.69756, 51.98808,  -5.24861, 52.00304,  -1.76174,LC08_L2SP_204023_20130706_20200912_02_T1,LC82040232013187LGN01
30,LC08_L2SP_204025_20130706_20200912_02_T1,LC08_L1TP_204025_20130706_20200912_02_T1,LC82040252013187LGN01,2013/07/06,T1,2, 204, 025, 204, 025,NADIR,   0.000,2020/09/12,2020/09/12,2013-07-06 11:13:03.470836,2013-07-06 11:13:35.240831,LGN,DAY,   5.21,  11.59,449,5,    6.375,    4.661,    4.349,LPGS_15.3.1c,59.10522113,146.97573376,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,50°16'51.49"N,4°47'19.50"W,51°19'47.10"N,6°33'20.81"W,51°23'01.32"N,3°06'22.82"W,49°08'53.92"N,6°23'48.91"W,49°11'53.70"N,3°06'05.69"W, 50.28097,  -4.78875, 51.32975,  -6.55578, 51.38370,  -3.10634, 49.14831,  -6.39692, 49.19825,  -3.10158,LC08_L2SP_204025_20130706_20200912_02_T1,LC82040252013187LGN01
31,LC08_L2SP_204026_20130706_20200912_02_T1,LC08_L1TP_204026_20130706_20200912_02_T1,LC82040262013187LGN01,2013/07/06,T1,2, 204, 026, 204, 026,NADIR,   0.000,2020/09/12,2020/09/12,2013-07-06 11:13:27.349165,2013-07-06 11:13:59.11916,LGN,DAY,   0.48,   3.21,286,5,    6.163,    4.237,    4.476,LPGS_15.3.1c,60.09835277,144.80128807,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,48°51'58.72"N,5°22'42.49"W,49°54'29.12"N,7°06'22.46"W,49°58'42.06"N,3°45'36.43"W,47°43'29.17"N,6°55'53.08"W,47°47'23.46"N,3°43'39.58"W, 48.86631,  -5.37847, 49.90809,  -7.10624, 49.97835,  -3.76012, 47.72477,  -6.93141, 47.78985,  -3.72766,LC08_L2SP_204026_20130706_20200912_02_T1,LC82040262013187LGN01
32,LC08_L2SP_202024_20130708_20200912_02_T1,LC08_L1TP_202024_20130708_20200912_02_T1,LC82020242013189LGN01,2013/07/08,T1,2, 202, 024, 202, 024,NADIR,   0.000,2020/09/12,2020/09/12,2013-07-08 11:00:18.124394,2013-07-08 11:00:49.89439,LGN,DAY,   2.34,   2.29,855,5,    5.775,    3.985,    4.179,LPGS_15.3.1c,57.85011320,149.07177382,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,51°41'35.34"N,1°04'46.20"W,52°46'11.64"N,2°46'02.24"W,52°42'44.93"N,0°41'48.88"E,50°38'20.22"N,2°46'40.69"W,50°35'08.63"N,0°31'39.50"E, 51.69315,  -1.07950, 52.76990,  -2.76729, 52.71248,   0.69691, 50.63895,  -2.77797, 50.58573,   0.52764,LC08_L2SP_202024_20130708_20200912_02_T1,LC82020242013189LGN01
33,LC08_L2SP_202025_20130708_20200912_02_T1,LC08_L1TP_202025_20130708_20200912_02_T1,LC82020252013189LGN01,2013/07/08,T1,2, 202, 025, 202, 025,NADIR,   0.000,2020/09/12,2020/09/12,2013-07-08 11:00:42.002723,2013-07-08 11:01:13.772719,LGN,DAY,   1.14,   0.53,545,5,    6.531,    4.434,    4.795,LPGS_15.3.1c,58.87495218,147.00334062,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,50°16'51.82"N,1°41'56.58"W,51°21'03.02"N,3°21'06.52"W,51°18'45.61"N,0°00'37.73"E,49°12'50.40"N,3°20'11.08"W,49°10'42.96"N,0°07'16.14"W, 50.28106,  -1.69905, 51.35084,  -3.35181, 51.31267,   0.01048, 49.21400,  -3.33641, 49.17860,  -0.12115,LC08_L2SP_202025_20130708_20200912_02_T1,LC82020252013189LGN01
34,LC08_L2SP_202026_20130708_20200912_02_T1,LC08_L1TP_202026_20130708_20200912_02_T1,LC82020262013189LGN01,2013/07/08,T1,2, 202, 026, 202, 026,NADIR,   0.000,2020/09/12,2020/09/12,2013-07-08 11:01:05.885288,2013-07-08 11:01:37.655284,LGN,DAY,   0.72,   0.75,586,5,    7.091,    4.673,    5.333,LPGS_15.3.1c,59.86893828,144.84604828,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,48°51'58.07"N,2°17'19.90"W,49°55'43.32"N,3°54'35.35"W,49°54'29.84"N,0°38'31.42"W,47°47'29.58"N,3°52'18.77"W,47°46'21.40"N,0°44'25.01"W, 48.86613,  -2.28886, 49.92870,  -3.90982, 49.90829,  -0.64206, 47.79155,  -3.87188, 47.77261,  -0.74028,LC08_L2SP_202026_20130708_20200912_02_T1,LC82020262013189LGN01
35,LC08_L2SP_200025_20130710_20200912_02_T1,LC08_L1TP_200025_20130710_20200912_02_T1,LC82000252013191LGN01,2013/07/10,T1,2, 200, 025, 200, 025,NADIR,   0.000,2020/09/12,2020/09/12,2013-07-10 10:48:20.433034,2013-07-10 10:48:52.203029,LGN,DAY,  11.41,  11.54,306,5,    7.119,    4.975,    5.093,LPGS_15.3.1c,58.62310778,147.05890738,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,50°16'52.07"N,1°23'26.41"E,51°19'47.86"N,0°21'58.54"W,51°22'41.95"N,3°04'28.99"E,49°09'02.88"N,0°12'57.71"W,49°11'44.09"N,3°04'16.93"E, 50.28113,   1.39067, 51.32996,  -0.36626, 51.37832,   3.07472, 49.15080,  -0.21603, 49.19558,   3.07137,LC08_L2SP_200025_20130710_20200912_02_T1,LC82000252013191LGN01
36,LC08_L2SP_207021_20130711_20200912_02_T1,LC08_L1TP_207021_20130711_20200912_02_T1,LC82070212013192LGN01,2013/07/11,T1,2, 207, 021, 207, 021,NADIR,   0.000,2020/09/12,2020/09/12,2013-07-11 11:30:00.560718,2013-07-11 11:30:32.330713,LGN,DAY,  16.57,  14.23,840,5,    6.242,    4.235,    4.586,LPGS_15.3.1c,54.22418821,154.86109145,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,29,WGS84,WGS84,55°54'40.14"N,6°43'48.25"W,56°59'58.24"N,8°36'29.59"W,56°55'37.70"N,4°43'42.24"W,54°51'04.43"N,8°37'45.52"W,54°47'03.98"N,4°57'27.29"W, 55.91115,  -6.73007, 56.99951,  -8.60822, 56.92714,  -4.72840, 54.85123,  -8.62931, 54.78444,  -4.95758,LC08_L2SP_207021_20130711_20200912_02_T1,LC82070212013192LGN01
37,LC08_L2SP_207022_20130711_20200912_02_T1,LC08_L1TP_207022_20130711_20200912_02_T1,LC82070222013192LGN01,2013/07/11,T1,2, 207, 022, 207, 022,NADIR,   0.000,2020/09/12,2020/09/12,2013-07-11 11:30:24.443283,2013-07-11 11:30:56.213278,LGN,DAY,  10.84,   9.28,847,5,    5.870,    4.278,    4.019,LPGS_15.3.1c,55.32585299,153.00922339,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,29,WGS84,WGS84,54°30'29.88"N,7°27'43.74"W,55°35'14.64"N,9°17'53.77"W,55°32'20.69"N,5°32'47.18"W,53°26'09.24"N,9°16'58.76"W,53°23'28.50"N,5°43'22.44"W, 54.50830,  -7.46215, 55.58740,  -9.29827, 55.53908,  -5.54644, 53.43590,  -9.28299, 53.39125,  -5.72290,LC08_L2SP_207022_20130711_20200912_02_T1,LC82070222013192LGN01
38,LC08_L2SP_207023_20130711_20200912_02_T1,LC08_L1TP_207023_20130711_20200912_02_T1,LC82070232013192LGN01,2013/07/11,T1,2, 207, 023, 207, 023,NADIR,   0.000,2020/09/12,2020/09/12,2013-07-11 11:30:48.317375,2013-07-11 11:31:20.087371,LGN,DAY,   5.26,   4.97,829,5,    3.760,    2.447,    2.854,LPGS_15.3.1c,56.40444179,151.10629656,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,29,WGS84,WGS84,53°06'09"N,8°09'07.85"W,54°10'26.58"N,9°56'42.83"W,54°08'52.58"N,6°19'13.62"W,52°01'10.56"N,9°53'56.98"W,51°59'43.62"N,6°27'03.28"W, 53.10250,  -8.15218, 54.17405,  -9.94523, 54.14794,  -6.32045, 52.01960,  -9.89916, 51.99545,  -6.45091,LC08_L2SP_207023_20130711_20200912_02_T1,LC82070232013192LGN01
39,LC08_L2SP_205023_20130713_20200912_02_T1,LC08_L1TP_205023_20130713_20200912_02_T1,LC82050232013194LGN01,2013/07/13,T1,2, 205, 023, 205, 023,NADIR,   0.000,2020/09/12,2020/09/12,2013-07-13 11:18:26.497803,2013-07-13 11:18:58.267799,LGN,DAY,  23.12,  11.72,403,5,    7.738,    5.273,    5.663,LPGS_15.3.1c,56.11848613,151.16626305,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,53°06'08.50"N,5°03'41.44"W,54°09'09.54"N,6°58'22.30"W,54°13'04.55"N,3°15'38.56"W,51°57'15.80"N,6°46'31.37"W,52°00'52.85"N,3°14'51.76"W, 53.10236,  -5.06151, 54.15265,  -6.97286, 54.21793,  -3.26071, 51.95439,  -6.77538, 52.01468,  -3.24771,LC08_L2SP_205023_20130713_20200912_02_T1,LC82050232013194LGN01
40,LC08_L2SP_205024_20130713_20200912_02_T1,LC08_L1TP_205024_20130713_20200912_02_T1,LC82050242013194LGN01,2013/07/13,T1,2, 205, 024, 205, 024,NADIR,   0.000,2020/09/12,2020/09/12,2013-07-13 11:18:50.376132,2013-07-13 11:19:22.146128,LGN,DAY,  26.67,   7.27,294,5,    8.129,    5.567,    5.924,LPGS_15.3.1c,57.17357307,149.21846970,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,51°41'35.23"N,5°42'51.26"W,52°44'08.63"N,7°34'34.61"W,52°49'11.89"N,3°59'12.55"W,50°32'09.31"N,7°21'34.78"W,50°36'49.64"N,3°56'23.75"W, 51.69312,  -5.71424, 52.73573,  -7.57628, 52.81997,  -3.98682, 50.53592,  -7.35966, 50.61379,  -3.93993,LC08_L2SP_205024_20130713_20200912_02_T1,LC82050242013194LGN01
41,LC08_L2SP_205025_20130713_20200912_02_T1,LC08_L1TP_205025_20130713_20200912_02_T1,LC82050252013194LGN01,2013/07/13,T1,2, 205, 025, 205, 025,NADIR,   0.000,2020/09/12,2020/09/12,2013-07-13 11:19:14.254461,2013-07-13 11:19:46.024457,LGN,DAY,   0.11,   0.36,42,5,    4.482,    2.597,    3.653,LPGS_15.3.1c,58.20144047,147.19809135,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,29,WGS84,WGS84,50°16'51.82"N,6°20'01.46"W,51°21'26.50"N,7°56'19.14"W,51°16'47.96"N,4°36'52.63"W,49°14'42.40"N,7°59'04.70"W,49°10'23.84"N,4°48'14.40"W, 50.28106,  -6.33374, 51.35736,  -7.93865, 51.27999,  -4.61462, 49.24511,  -7.98464, 49.17329,  -4.80400,LC08_L2SP_205025_20130713_20200912_02_T1,LC82050252013194LGN01
42,LC08_L2SP_203021_20130715_20200912_02_T1,LC08_L1TP_203021_20130715_20200912_02_T1,LC82030212013196LGN02,2013/07/15,T1,2, 203, 021, 203, 021,NADIR,   0.000,2020/09/12,2020/09/12,2013-07-15 11:05:16.773297,2013-07-15 11:05:48.543292,LGN,DAY,  18.90,   2.80,122,5,    9.200,    6.910,    6.075,LPGS_15.3.1c,53.62744556,154.94068152,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,55°54'40.07"N,0°32'51.72"W,57°00'05.33"N,2°25'13.91"W,56°55'24.49"N,1°27'13.46"E,54°51'21.42"N,2°27'06.08"W,54°47'02.22"N,1°12'54.43"E, 55.91113,  -0.54770, 57.00148,  -2.42053, 56.92347,   1.45374, 54.85595,  -2.45169, 54.78395,   1.21512,LC08_L2SP_203021_20130715_20200912_02_T1,LC82030212013196LGN02
43,LC08_L2SP_201023_20130717_20200912_02_T1,LC08_L1TP_201023_20130717_20200912_02_T1,LC82010232013198LGN01,2013/07/17,T1,2, 201, 023, 201, 023,NADIR,   0.000,2020/09/12,2020/09/12,2013-07-17 10:53:42.422366,2013-07-17 10:54:14.192362,LGN,DAY,   0.04,   6.25,626,5,    2.651,    1.442,    2.224,LPGS_15.3.1c,55.48417570,151.36414784,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,53°06'08.68"N,1°07'22.91"E,54°09'12.49"N,0°46'47.53"W,54°12'46.04"N,2°55'40.55"E,51°57'26.75"N,0°35'31.85"W,52°00'43.99"N,2°55'53.47"E, 53.10241,   1.12303, 54.15347,  -0.77987, 54.21279,   2.92793, 51.95743,  -0.59218, 52.01222,   2.93152,LC08_L2SP_201023_20130717_20200912_02_T1,LC82010232013198LGN01
44,LC08_L2SP_201024_20130717_20200912_02_T1,LC08_L1TP_201024_20130717_20200912_02_T1,LC82010242013198LGN01,2013/07/17,T1,2, 201, 024, 201, 024,NADIR,   0.000,2020/09/12,2020/09/12,2013-07-17 10:54:06.296459,2013-07-17 10:54:38.066455,LGN,DAY,  11.41,  14.98,991,5,    3.295,    1.886,    2.702,LPGS_15.3.1c,56.54282212,149.45830632,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,51°41'36.38"N,0°28'13.30"E,52°44'15.22"N,1°23'06.90"W,52°48'57.53"N,2°12'00.83"E,50°32'23.60"N,1°10'40.37"W,50°36'44.60"N,2°14'17.48"E, 51.69344,   0.47036, 52.73756,  -1.38525, 52.81598,   2.20023, 50.53989,  -1.17788, 50.61239,   2.23819,LC08_L2SP_201024_20130717_20200912_02_T1,LC82010242013198LGN01
45,LC08_L2SP_201025_20130717_20200912_02_T1,LC08_L1TP_201025_20130717_20200912_02_T1,LC82010252013198LGN01,2013/07/17,T1,2, 201, 025, 201, 025,NADIR,   0.000,2020/09/12,2020/09/12,2013-07-17 10:54:30.179024,2013-07-17 10:55:01.94902,LGN,DAY,  18.73,  12.70,532,5,    5.139,    3.388,    3.864,LPGS_15.3.1c,57.57558330,147.48345107,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,50°16'51.89"N,0°08'57.19"W,51°21'29.30"N,1°44'41.06"W,51°16'32.20"N,1°34'12.11"E,49°14'55.43"N,1°47'56.65"W,49°10'19.60"N,1°22'22.62"E, 50.28108,  -0.14922, 51.35814,  -1.74474, 51.27561,   1.57003, 49.24873,  -1.79907, 49.17211,   1.37295,LC08_L2SP_201025_20130717_20200912_02_T1,LC82010252013198LGN01
46,LC08_L2SP_199023_20130719_20200912_02_T1,LC08_L1TP_199023_20130719_20200912_02_T1,LC81990232013200LGN01,2013/07/19,T1,2, 199, 023, 199, 023,NADIR,   0.000,2020/09/12,2020/09/12,2013-07-19 10:41:20.221588,2013-07-19 10:41:51.991583,LGN,DAY,   4.44,   6.14,97,5,    5.263,    3.538,    3.896,LPGS_15.3.1c,55.13683801,151.50119547,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,53°06'09.25"N,4°12'59.33"E,54°10'35.18"N,2°26'10.32"E,54°08'20.76"N,6°03'03.89"E,52°01'37.96"N,2°27'49.03"E,51°59'33.54"N,5°54'10.55"E, 53.10257,   4.21648, 54.17644,   2.43620, 54.13910,   6.05108, 52.02721,   2.46362, 51.99265,   5.90293,LC08_L2SP_199023_20130719_20200912_02_T1,LC81990232013200LGN01
47,LC08_L2SP_199024_20130719_20200912_02_T1,LC08_L1TP_199024_20130719_20200912_02_T1,LC81990242013200LGN01,2013/07/19,T1,2, 199, 024, 199, 024,NADIR,   0.000,2020/09/12,2020/09/12,2013-07-19 10:41:44.104153,2013-07-19 10:42:15.874148,LGN,DAY,   4.08,   6.41,384,5,    6.138,    4.112,    4.557,LPGS_15.3.1c,56.19840325,149.61760581,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,51°41'35.12"N,3°33'48.78"E,52°45'41.76"N,1°49'23.95"E,52°44'40.67"N,5°19'33.24"E,50°36'24.41"N,1°52'40.44"E,50°35'27.85"N,5°13'05.16"E, 51.69309,   3.56355, 52.76160,   1.82332, 52.74463,   5.32590, 50.60678,   1.87790, 50.59107,   5.21810,LC08_L2SP_199024_20130719_20200912_02_T1,LC81990242013200LGN01
48,LC08_L2SP_199025_20130719_20200912_02_T1,LC08_L1TP_199025_20130719_20200912_02_T1,LC81990252013200LGN01,2013/07/19,T1,2, 199, 025, 199, 025,NADIR,   0.000,2020/09/12,2020/09/12,2013-07-19 10:42:07.978245,2013-07-19 10:42:39.748241,LGN,DAY,   0.05,   0.07,479,5,    6.558,    4.440,    4.826,LPGS_15.3.1c,57.23379091,147.66849987,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,50°16'52.57"N,2°56'38.80"E,51°20'27.02"N,1°14'23.35"E,51°20'33.18"N,4°38'33.04"E,49°11'09.74"N,1°19'03.04"E,49°11'15.47"N,4°34'12"E, 50.28127,   2.94411, 51.34084,   1.23982, 51.34255,   4.64251, 49.18604,   1.31751, 49.18763,   4.57000,LC08_L2SP_199025_20130719_20200912_02_T1,LC81990252013200LGN01
49,LC08_L2SP_206019_20130720_20200912_02_T1,LC08_L1TP_206019_20130720_20200912_02_T1,LC82060192013201LGN01,2013/07/20,T1,2, 206, 019, 206, 019,NADIR,   0.000,2020/09/12,2020/09/12,2013-07-20 11:23:00.023319,2013-07-20 11:23:31.793315,LGN,DAY,   0.52,   8.77,809,5,    4.238,    2.823,    3.161,LPGS_15.3.1c,50.48653370,158.63085254,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,58°42'14.36"N,3°33'45.76"W,59°46'43.93"N,5°45'20.41"W,59°47'53.30"N,1°24'37.33"W,57°33'59.51"N,5°35'11"W,57°35'03.12"N,1°30'29.20"W, 58.70399,  -3.56271, 59.77887,  -5.75567, 59.79814,  -1.41037, 57.56653,  -5.58639, 57.58420,  -1.50811,LC08_L2SP_206019_20130720_20200912_02_T1,LC82060192013201LGN01
50,LC08_L2SP_206020_20130720_20200912_02_T1,LC08_L1TP_206020_20130720_20200912_02_T1,LC82060202013201LGN01,2013/07/20,T1,2, 206, 020, 206, 020,NADIR,   0.000,2020/09/12,2020/09/12,2013-07-20 11:23:23.901648,2013-07-20 11:23:55.671645,LGN,DAY,   1.05,   5.75,1406,5,    5.721,    3.771,    4.303,LPGS_15.3.1c,51.63031812,156.91098637,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,57°18'34.70"N,4°23'43.73"W,58°22'17.98"N,6°31'39.97"W,58°25'07"N,2°21'04.39"W,56°09'37.37"N,6°19'20.17"W,56°12'12.71"N,2°23'20.76"W, 57.30964,  -4.39548, 58.37166,  -6.52777, 58.41861,  -2.35122, 56.16038,  -6.32227, 56.20353,  -2.38910,LC08_L2SP_206020_20130720_20200912_02_T1,LC82060202013201LGN01
51,LC08_L2SP_206021_20130720_20200912_02_T1,LC08_L1TP_206021_20130720_20200912_02_T1,LC82060212013201LGN01,2013/07/20,T1,2, 206, 021, 206, 021,NADIR,   0.000,2020/09/12,2020/09/12,2013-07-20 11:23:47.775742,2013-07-20 11:24:19.545738,LGN,DAY,   5.88,   4.00,1157,5,    6.124,    4.130,    4.522,LPGS_15.3.1c,52.75642781,155.17086494,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,55°54'40.28"N,5°10'28.56"W,56°57'46.30"N,7°15'09.50"W,57°02'05.86"N,3°13'32.63"W,54°44'51.04"N,7°01'01.09"W,54°48'49.93"N,3°12'47.45"W, 55.91119,  -5.17460, 56.96286,  -7.25264, 57.03496,  -3.22573, 54.74751,  -7.01697, 54.81387,  -3.21318,LC08_L2SP_206021_20130720_20200912_02_T1,LC82060212013201LGN01
52,LC08_L2SP_206022_20130720_20200912_02_T1,LC08_L1TP_206022_20130720_20200912_02_T1,LC82060222013201LGN01,2013/07/20,T1,2, 206, 022, 206, 022,NADIR,   0.000,2020/09/12,2020/09/12,2013-07-20 11:24:11.658306,2013-07-20 11:24:43.428303,LGN,DAY,  18.54,  11.29,428,5,    7.158,    4.800,    5.310,LPGS_15.3.1c,53.86374807,153.39770964,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,54°30'30.10"N,5°54'24.37"W,55°33'02.45"N,7°55'36.98"W,55°38'43.04"N,4°02'49.52"W,53°20'02.83"N,7°40'02.17"W,53°25'16.79"N,3°59'29.98"W, 54.50836,  -5.90677, 55.55068,  -7.92694, 55.64529,  -4.04709, 53.33412,  -7.66727, 53.42133,  -3.99166,LC08_L2SP_206022_20130720_20200912_02_T1,LC82060222013201LGN01
53,LC08_L2SP_206023_20130720_20200912_02_T1,LC08_L1TP_206023_20130720_20200912_02_T1,LC82060232013201LGN01,2013/07/20,T1,2, 206, 023, 206, 023,NADIR,   0.000,2020/09/12,2020/09/12,2013-07-20 11:24:35.5324,2013-07-20 11:25:07.302396,LGN,DAY,   6.43,   6.21,523,5,    6.351,    4.405,    4.575,LPGS_15.3.1c,54.94958894,151.58157185,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,29,WGS84,WGS84,53°06'09.14"N,6°35'48.44"W,54°11'02.29"N,8°19'38.28"W,54°06'38.56"N,4°44'52.62"W,52°03'13.18"N,8°21'35.14"W,51°59'08.95"N,4°57'08.75"W, 53.10254,  -6.59679, 54.18397,  -8.32730, 54.11071,  -4.74795, 52.05366,  -8.35976, 51.98582,  -4.95243,LC08_L2SP_206023_20130720_20200912_02_T1,LC82060232013201LGN01
54,LC08_L2SP_206024_20130720_20200912_02_T1,LC08_L1TP_206024_20130720_20200912_02_T1,LC82060242013201LGN01,2013/07/20,T1,2, 206, 024, 206, 024,NADIR,   0.000,2020/09/12,2020/09/12,2013-07-20 11:24:59.414965,2013-07-20 11:25:31.184961,LGN,DAY,   2.49,   2.04,346,5,    6.412,    4.423,    4.642,LPGS_15.3.1c,56.01259513,149.71031300,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,29,WGS84,WGS84,51°41'35.16"N,7°14'59.17"W,52°46'02.71"N,8°56'42.58"W,52°42'54.22"N,5°28'34.18"W,50°38'01.54"N,8°56'51.65"W,50°35'06.83"N,5°38'15.83"W, 51.69310,  -7.24977, 52.76742,  -8.94516, 52.71506,  -5.47616, 50.63376,  -8.94768, 50.58523,  -5.63773,LC08_L2SP_206024_20130720_20200912_02_T1,LC82060242013201LGN01
55,LC08_L2SP_204019_20130722_20200912_02_T2,LC08_L1GT_204019_20130722_20200912_02_T2,LC82040192013203LGN01,2013/07/22,T2,2, 204, 019, 204, 019,NADIR,   0.000,2020/09/12,2020/09/12,2013-07-22 11:10:38.323683,2013-07-22 11:11:10.093679,LGN,DAY,  44.10,   6.66,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,50.10133399,158.72265059,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,58°42'14.36"N,0°28'20.28"W,59°48'14.90"N,2°30'41.90"W,59°43'12.90"N,1°43'09.26"E,57°38'26.45"N,2°32'27.74"W,57°33'48.92"N,1°26'10.90"E, 58.70399,  -0.47230, 59.80414,  -2.51164, 59.72025,   1.71924, 57.64068,  -2.54104, 57.56359,   1.43636,LC08_L2SP_204019_20130722_20200912_02_T2,LC82040192013203LGN01
56,LC08_L2SP_203021_20130731_20200912_02_T1,LC08_L1TP_203021_20130731_20200912_02_T1,LC82030212013212LGN01,2013/07/31,T1,2, 203, 021, 203, 021,NADIR,   0.000,2020/09/12,2020/09/12,2013-07-31 11:05:17.859122,2013-07-31 11:05:49.629118,LGN,DAY,  51.51,  14.15,83,5,    9.194,    6.702,    6.294,LPGS_15.3.1c,50.41295235,156.12334633,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,55°54'40.64"N,0°33'05.51"W,57°00'05.40"N,2°25'31.69"W,56°55'24.49"N,1°27'13.46"E,54°51'21.49"N,2°27'22.90"W,54°47'02.22"N,1°12'54.43"E, 55.91129,  -0.55153, 57.00150,  -2.42547, 56.92347,   1.45374, 54.85597,  -2.45636, 54.78395,   1.21512,LC08_L2SP_203021_20130731_20200912_02_T1,LC82030212013212LGN01
57,LC08_L2SP_201025_20130802_20200912_02_T1,LC08_L1TP_201025_20130802_20200912_02_T1,LC82010252013214LGN01,2013/08/02,T1,2, 201, 025, 201, 025,NADIR,   0.000,2020/09/12,2020/09/12,2013-08-02 10:54:32.07522,2013-08-02 10:55:03.845216,LGN,DAY,   8.53,   5.19,37,5,    7.047,    5.432,    4.489,LPGS_15.3.1c,54.32433769,149.64686598,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,50°16'52.57"N,0°09'23.62"W,51°21'29.63"N,1°45'12.06"W,51°16'33.42"N,1°33'41.22"E,49°14'55.72"N,1°48'26.32"W,49°10'20.71"N,1°21'53.06"E, 50.28127,  -0.15656, 51.35823,  -1.75335, 51.27595,   1.56145, 49.24881,  -1.80731, 49.17242,   1.36474,LC08_L2SP_201025_20130802_20200912_02_T1,LC82010252013214LGN01
